0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,1
0,13
0,14
0,0
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,14
0,22
0,14
0,23
0,24
0,25
0,26
0,27
0,6
0,19
0,28
0,29
0,30
0,31
0,14
0,32
0,33
0,34
0,29
0,35
0,1
0,36
0,6
0,37
0,6
0,38
0,15
0,3
0,14
0,39
0,40
0,41
0,42
0,43
0,44
0,1
0,14
0,45
0,46
0,29
0,47
0,14
0,48
0,7
0,29
0,49
0,50
0,31
0,26
0,30
0,30
0,51
0,52
0,15
0,52
0,40
0,30
0,17
0,53
0,15
0,6
0,0
0,6
0,49
0,49
0,54
0,55
0,14
0,48
0,15
0,56
0,57
0,58
0,52
0,6
0,15
0,59
0,60
0,14
0,6
0,48
0,1
0,36
0,61
0,28
0,33
0,48
0,30
0,62
0,17
0,63
0,64
0,55
0,65
0,6
0,17
0,66
0,60
0,1
0,49
0,42
0,67
0,30
0,68
0,0
0,14
0,69
0,6
0,70
0,15
0,45
0,71
0,72
0,29
0,73
0,54
0,74
0,15
0,3
0,75
0,76
0,76
0,13
0,14
0,2
0,77
0,30
0,61
0,2
0,78
0,67
0,48
0,28
0,79
0,14
0,80
0,78
0,2
0,17
0,43
0,30
0,1
0,81
0,82
0,14
0,83
0,84
0,30
0,15
0,1
0,85
0,29
0,49
0,3
0,86
0,87
0,35
0,88
0,89
0,2
0,6
0,45
0,3
0,19
0,14
0,4
0,6
0,52
0,48
0,63
0,2
0,13
0,45
0,14
0,90
0,6
0,2
0,91
0,28
0,21
0,42
0,28
0,20
0,30
0,77
0,92
0,93
0,3
0,94
0,15
0,15
0,95
0,53
0,6
0,14
0,6
0,66
0,31
0,92
0,6
0,96
0,3
0,97
0,6
0,2
0,30
0,81
0,1
0,6
0,6
0,98
0,99
0,67
0,42
0,2
0,76
0,100
0,0
0,4
0,48
0,101
0,28
0,17
0,102
0,103
0,31
0,46
0,15
0,35
0,2
0,49
0,19
0,45
0,31
0,104
0,19
0,20
0,105
0,64
0,3
0,106
0,14
0,107
0,14
0,30
0,51
0,36
0,36
0,108
0,108
0,15
0,109
0,110
0,32
0,46
0,65
0,19
0,42
0,48
0,111
0,72
0,112
0,15
0,36
0,14
0,1
0,53
0,10
0,60
0,76
0,1
0,113
0,15
0,1
0,78
0,6
0,48
0,15
0,108
0,78
0,28
0,101
0,0
0,114
0,52
0,6
0,15
0,74
0,15
0,78
0,28
0,19
0,3
0,28
0,2
0,36
0,30
0,82
0,56
0,6
0,108
0,6
0,79
0,15
0,3
0,3
0,115
0,82
0,82
0,27
0,48
0,21
0,6
0,50
0,35
0,116
0,117
0,118
0,45
0,0
0,75
0,37
0,119
0,120
0,6
0,45
0,121
0,122
0,123
0,80
0,52
0,60
0,4
0,2
0,124
0,29
0,29
0,46
0,4
0,125
0,14
0,1
0,126
0,17
0,30
0,116
0,119
0,18
0,39
0,127
0,13
0,128
0,129
0,130
0,15
0,19
0,15
0,6
0,131
0,15
0,36
0,115
0,14
0,132
0,48
0,15
0,108
0,133
0,134
0,135
0,2
0,136
0,48
0,137
0,30
0,83
0,48
0,53
0,0
0,138
0,72
0,45
0,139
0,112
0,60
0,107
0,140
0,0
0,15
0,43
0,14
0,19
0,36
0,21
0,29
0,11
0,48
0,10
0,120
0,111
0,21
0,85
0,132
0,133
0,17
0,119
0,15
0,14
0,39
0,141
0,108
0,15
0,142
0,6
0,30
0,48
0,109
0,53
0,3
0,133
0,15
0,29
0,143
0,48
0,1
0,108
0,14
0,76
0,30
0,144
0,76
0,140
0,145
0,146
0,35
0,1
0,57
0,147
0,72
0,112
0,15
0,6
0,45
0,48
0,52
0,46
0,19
0,137
0,148
0,149
0,6
0,150
0,73
0,151
0,4
0,59
0,48
0,28
0,48
0,152
0,3
0,78
0,14
0,153
0,154
0,155
0,156
0,76
0,157
0,36
0,158
0,15
0,133
0,34
0,31
0,126
0,73
0,19
0,19
0,70
0,29
0,46
0,159
0,160
0,109
0,19
0,72
0,161
0,162
0,6
0,30
0,15
0,30
0,48
0,15
0,48
0,163
0,62
0,99
0,6
0,48
0,24
0,19
0,93
0,82
0,29
0,6
0,164
0,83
0,165
0,126
0,166
0,2
0,1
0,4
0,21
0,15
0,15
0,1
0,14
0,145
0,67
0,46
0,76
0,49
