0,1
0,4
0,5
0,2
0,6
0,7
0,8
0,2
0,8
0,9
0,8
0,12
0,8
0,13
0,10
0,14
0,2
0,6
0,16
0,17
0,15
0,8
0,8
0,3
0,18
0,8
0,3
0,8
0,19
0,15
0,20
0,21
0,2
0,4
0,4
0,23
0,6
0,2
0,11
0,24
0,25
0,2
0,3
0,3
0,20
0,8
0,5
0,8
0,22
0,9
0,15
0,17
0,23
0,15
0,3
0,8
0,9
0,26
0,27
0,22
0,2
0,8
0,2
0,21
0,11
0,3
0,3
0,5
0,28
0,8
0,11
0,2
0,3
0,9
0,29
0,8
0,30
0,31
0,8
0,6
0,3
0,8
0,3
0,9
0,22
0,8
0,33
0,8
0,15
0,2
0,2
0,5
0,6
0,2
0,3
0,2
0,3
0,34
0,15
0,2
0,15
0,2
0,4
0,0
0,3
0,15
0,21
0,17
0,22
0,21
0,21
0,3
0,9
0,3
0,19
0,38
0,22
0,8
0,2
0,8
0,14
0,3
0,15
0,39
0,11
0,28
0,8
0,8
0,22
0,2
0,2
0,15
0,22
0,9
0,8
0,15
0,6
0,4
0,41
0,3
0,3
0,42
0,2
0,43
0,3
0,44
0,3
0,21
0,4
0,11
0,9
0,6
0,15
0,11
0,28
0,4
0,3
0,45
0,21
0,17
0,2
0,17
0,3
0,15
0,28
0,9
0,46
0,9
0,47
0,48
0,3
0,3
0,11
0,49
0,2
0,17
0,28
0,3
0,6
0,50
0,8
0,51
0,3
0,54
0,55
0,9
0,28
0,2
0,22
0,3
0,56
0,2
0,57
0,7
0,3
0,58
0,3
0,2
0,8
0,21
0,22
0,59
0,0
0,22
0,11
0,60
0,3
0,61
0,22
0,21
0,32
0,62
0,11
0,63
0,2
0,62
0,64
0,2
0,15
0,15
0,2
0,11
0,2
0,66
0,28
0,15
0,15
0,22
0,67
0,53
0,15
0,6
0,32
0,3
0,15
0,3
0,15
0,45
0,2
0,2
0,11
0,11
0,21
0,22
0,17
0,2
0,5
0,2
0,6
0,8
0,8
0,6
0,28
0,3
0,22
0,15
0,3
0,22
0,8
0,11
0,22
0,22
0,15
0,4
0,15
0,15
0,3
0,33
0,19
0,6
0,2
0,2
0,3
0,15
0,22
0,4
0,69
0,2
0,68
0,2
0,3
0,8
0,2
0,70
0,15
0,37
0,71
0,8
0,13
0,72
0,73
0,8
0,74
0,3
0,15
0,22
0,75
0,17
0,3
0,10
0,15
0,3
0,57
0,8
0,76
0,15
0,8
0,8
0,3
0,3
0,3
0,15
0,22
0,17
0,2
0,9
0,2
0,21
0,2
0,8
0,22
0,14
0,4
0,2
0,78
0,65
0,79
0,3
0,8
0,14
0,0
0,22
0,22
0,2
0,19
0,14
0,4
0,22
0,22
0,12
0,22
0,17
0,76
0,22
0,15
0,5
0,32
0,22
0,3
0,2
0,2
0,8
0,10
0,4
0,15
0,2
0,15
0,21
0,5
0,8
0,22
0,76
0,3
0,2
0,8
0,2
0,2
0,3
0,15
0,65
0,2
0,4
0,22
0,81
0,2
0,16
0,9
0,8
0,2
0,5
0,22
0,82
0,22
0,15
0,83
0,22
0,22
0,6
0,84
0,15
0,4
0,15
0,15
0,22
0,4
0,8
0,3
0,29
0,5
0,61
0,22
0,2
0,22
0,61
0,22
0,22
0,28
0,17
0,17
0,2
0,85
0,15
0,2
0,58
0,2
0,22
0,22
0,0
0,2
0,8
0,15
0,22
0,9
0,22
0,3
0,3
0,22
0,3
0,10
0,2
0,10
0,21
0,6
0,47
0,3
0,7
0,8
0,22
0,13
0,22
0,22
0,4
0,11
0,15
0,17
0,15
0,22
0,10
0,87
0,28
0,8
0,15
0,8
0,45
0,22
0,22
0,15
0,28
0,3
0,88
0,2
0,79
0,3
0,21
0,17
0,16
0,15
0,15
0,9
0,15
0,45
0,57
0,57
0,6
0,22
0,45
0,4
0,89
0,3
0,5
0,10
0,4
0,28
0,61
0,21
0,3
0,21
0,6
0,22
0,15
0,17
0,49
0,8
0,10
0,15
0,0
0,22
0,81
0,22
0,2
0,90
0,15
0,2
0,19
0,11
0,61
0,22
0,28
0,52
0,9
0,17
0,22
0,8
0,9
0,4
0,2
0,8
0,22
0,2
0,2
0,13
0,3
0,17
0,91
0,8
0,2
0,2
0,3
0,61
0,8
0,2
0,15
0,3
0,0
0,15
0,4
0,15
0,92
0,8
0,93
0,11
0,94
0,2
0,6
0,11
0,9
0,15
0,15
0,22
0,4
0,11
0,3
0,3
0,95
0,56
0,8
0,15
0,2
0,15
0,9
0,2
0,2
0,9
0,8
0,5
0,22
0,19
0,45
0,97
0,50
0,10
0,3
0,8
0,12
0,15
0,22
0,6
0,41
0,3
0,28
0,8
0,3
0,22
0,8
0,29
0,0
0,2
0,83
0,22
0,98
0,45
0,22
0,22
0,15
0,68
0,12
0,9
0,22
0,9
0,78
0,28
0,11
0,22
0,8
0,99
0,28
0,100
0,8
0,2
0,19
0,4
0,1
0,15
0,38
0,22
0,22
0,6
0,11
